ID,Query,url,identifier,eid,title,creator,publicationName,eIssn,doi,affiliation,
20,Containerization,https://api.elsevier.com/content/abstract/scopus_id/85184035285,SCOPUS_ID:85184035285,2-s2.0-85184035285,Enhancing service availability and resource deployment in IoT using a shared service replication method,Kaaniche K.,Heliyon,,10.1016/j.heliyon.2024.e25255,Jouf University,
21,Containerization,https://api.elsevier.com/content/abstract/scopus_id/85178432453,SCOPUS_ID:85178432453,2-s2.0-85178432453,SMSE: A serverless platform for multimedia cloud systems,Denninnart C.,Concurrency and Computation: Practice and Experience,15320634,10.1002/cpe.7922,University of North Texas,
22,Containerization,https://api.elsevier.com/content/abstract/scopus_id/85167347940,SCOPUS_ID:85167347940,2-s2.0-85167347940,Port supply chain integration and sustainability: a resource-based view,Hussein K.,International Journal of Logistics Management,17586550,10.1108/IJLM-11-2022-0435,College of International Transport and Logistics,
23,Containerization,https://api.elsevier.com/content/abstract/scopus_id/85186168481,SCOPUS_ID:85186168481,2-s2.0-85186168481,'Your Hub in Eurasia!': Spectacular logistics and the rebranding of Azerbaijan,Mac-Glandières Y.,Whose Space is it Anyway?: Place Branding and the Politics of Representation,,,American University of Central Asia,
24,Containerization,https://api.elsevier.com/content/abstract/scopus_id/85185300747,SCOPUS_ID:85185300747,2-s2.0-85185300747,Progress in Research on Port Geography in China,Xiao R.,Tropical Geography,,10.13284/j.cnki.rddl.003828,"Ministry of Natural Resources of the People's Republic of China, Lanzhou University, Peking University",
25,Containerization,https://api.elsevier.com/content/abstract/scopus_id/85186145107,SCOPUS_ID:85186145107,2-s2.0-85186145107,Supply levels of ports invested by China along the 21st-Century Maritime Silk Road,Su H.,Dili Xuebao/Acta Geographica Sinica,3755444,10.11821/dlxb202402012,East China Normal University,
26,Containerization,https://api.elsevier.com/content/abstract/scopus_id/85185001082,SCOPUS_ID:85185001082,2-s2.0-85185001082,The ‘Container Menace’: unpacking household perceptions of container urbanism in Ghana,Dziwornu M.G.,GeoJournal,3432521,10.1007/s10708-024-11048-z,Council for Scientific and Industrial Research Ghana,
27,Containerization,https://api.elsevier.com/content/abstract/scopus_id/85184677719,SCOPUS_ID:85184677719,2-s2.0-85184677719,Techno-Economic Sustainability Potential of Large-Scale Systems: Forecasting Intermodal Freight Transportation Volumes,Chupin A.,Sustainability (Switzerland),,10.3390/su16031265,RUDN University,
28,Containerization,https://api.elsevier.com/content/abstract/scopus_id/85180548260,SCOPUS_ID:85180548260,2-s2.0-85180548260,Walking on two legs: Joint service placement and computation configuration for provisioning containerized services at edges,Cao T.,Computer Networks,13891286,10.1016/j.comnet.2023.110144,Nanjing University,
29,Containerization,https://api.elsevier.com/content/abstract/scopus_id/85180419263,SCOPUS_ID:85180419263,2-s2.0-85180419263,Improving resilience in an intermodal transport network via bulk cargo transport coordination and empty container repositioning,Feng X.,Ocean and Coastal Management,9645691,10.1016/j.ocecoaman.2023.106970,Ocean College Zhejiang University,
30,Containerization,https://api.elsevier.com/content/abstract/scopus_id/85180414748,SCOPUS_ID:85180414748,2-s2.0-85180414748,Optimization of river container port-access transport based on the innovatively designed electric ship in the Yangtze River Delta,Yang Z.,Ocean and Coastal Management,9645691,10.1016/j.ocecoaman.2023.106976,Ningbo University,
31,Containerization,https://api.elsevier.com/content/abstract/scopus_id/85160028844,SCOPUS_ID:85160028844,2-s2.0-85160028844,Maritime connectivity and agricultural trade,del Rosal I.,Journal of Agricultural Economics,0021857X,10.1111/1477-9552.12548,Universidad de Oviedo,
32,Containerization,https://api.elsevier.com/content/abstract/scopus_id/85146226751,SCOPUS_ID:85146226751,2-s2.0-85146226751,Delay-Aware Cooperative Task Offloading for Multi-UAV Enabled Edge-Cloud Computing,Bai Z.,IEEE Transactions on Mobile Computing,15361233,10.1109/TMC.2022.3232375,Huazhong University of Science and Technology,
33,Containerization,https://api.elsevier.com/content/abstract/scopus_id/85184337113,SCOPUS_ID:85184337113,2-s2.0-85184337113,Recognize pressure based on social communications in social networks,Pavani S.,AIP Conference Proceedings,0094243X,10.1063/5.0140263,PACE Institute of Technology &amp; Sciences,
34,Containerization,https://api.elsevier.com/content/abstract/scopus_id/85174464675,SCOPUS_ID:85174464675,2-s2.0-85174464675,Bunkering for change: Knowledge preparedness on the environmental aspect of ammonia as a marine fuel,Chen M.,Science of the Total Environment,489697,10.1016/j.scitotenv.2023.167677,National University of Singapore,37832674
35,Containerization,https://api.elsevier.com/content/abstract/scopus_id/85174819616,SCOPUS_ID:85174819616,2-s2.0-85174819616,Roads and Rules: What Does Infrastructure Reveal about International Law?,Palmer E.,Asian Journal of International Law,20442513,10.1017/S2044251323000413,Griffith Law School,
36,Containerization,https://api.elsevier.com/content/abstract/scopus_id/85183921460,SCOPUS_ID:85183921460,2-s2.0-85183921460,Prudent Entrepreneurship in Theory of Moral Sentiments,West K.R.,Business Ethics Quarterly,1052150X,10.1017/beq.2022.19,George Mason University,
37,Containerization,https://api.elsevier.com/content/abstract/scopus_id/85183895573,SCOPUS_ID:85183895573,2-s2.0-85183895573,Smart Animal Repelling Device: Utilizing IoT and AI for Effective Anti-Adaptive Harmful Animal Deterrence,Mishra A.,BIO Web of Conferences,22731709,10.1051/bioconf/20248205014,Kalinga University,
38,Containerization,https://api.elsevier.com/content/abstract/scopus_id/85175123814,SCOPUS_ID:85175123814,2-s2.0-85175123814,Location-based analytics as a service,Ropodi A.,Positioning and Location-based Analytics in 5G and Beyond,,10.1002/9781119911463.ch8,Incelligent P.C.,
39,Containerization,https://api.elsevier.com/content/abstract/scopus_id/85185972048,SCOPUS_ID:85185972048,2-s2.0-85185972048,The War on the North American Left-Wing Labor Movement From World War I Through the Post-World War II Period,Devinatz V.G.,Labor Studies Journal,0160449X,10.1177/0160449X241232799,Illinois State University,
40,Containerization,https://api.elsevier.com/content/abstract/scopus_id/85185946479,SCOPUS_ID:85185946479,2-s2.0-85185946479,The third party logistics provider freight management problem: a framework and deep reinforcement learning approach,Abbasi-Pooya A.,Annals of Operations Research,2545330,10.1007/s10479-024-05876-y,University of Kansas School of Business,
41,Containerization,https://api.elsevier.com/content/abstract/scopus_id/85185672834,SCOPUS_ID:85185672834,2-s2.0-85185672834,Production Fragmentation and Transport Mode Choice in EU-28 Exports,Türkcan K.,International Trade Journal,8853908,10.1080/08853908.2024.2312911,Akdeniz Üniversitesi,
42,Containerization,https://api.elsevier.com/content/abstract/scopus_id/85185266888,SCOPUS_ID:85185266888,2-s2.0-85185266888,An evaluation of the relationship between ship turnaround time and key port performance indicators: a case study of a Southern African port,Mazibuko D.F.,WMU Journal of Maritime Affairs,1651436X,10.1007/s13437-024-00330-z,University of KwaZulu-Natal,
43,Containerization,https://api.elsevier.com/content/abstract/scopus_id/85184918030,SCOPUS_ID:85184918030,2-s2.0-85184918030,Mathematical modelling of purchasing optimization for an MRP system with containerization constraints,Vidal G.H.,OPSEARCH,303887,10.1007/s12597-024-00740-w,Universidad del Sinu,
44,Containerization,https://api.elsevier.com/content/abstract/scopus_id/85184810855,SCOPUS_ID:85184810855,2-s2.0-85184810855,Autoscaling Solutions for Cloud Applications under Dynamic Workloads,Quattrocchi G.,IEEE Transactions on Services Computing,,10.1109/TSC.2024.3354062,Politecnico di Milano,
45,Containerization,https://api.elsevier.com/content/abstract/scopus_id/85184532691,SCOPUS_ID:85184532691,2-s2.0-85184532691,"Service-Oriented Computing: Challenges, Benefits, and Emerging Trends",Verma R.,Soft Computing Principles and Integration for Real-Time Service-Oriented Computing,,10.1201/9781032716718-4,National College of Ireland,
46,Containerization,https://api.elsevier.com/content/abstract/scopus_id/85184491033,SCOPUS_ID:85184491033,2-s2.0-85184491033,DL-HIDS: deep learning-based host intrusion detection system using system calls-to-image for containerized cloud environment,Joraviya N.,Journal of Supercomputing,9208542,10.1007/s11227-024-05895-3,S. V. National Institute of Technology,
47,Containerization,https://api.elsevier.com/content/abstract/scopus_id/85184297320,SCOPUS_ID:85184297320,2-s2.0-85184297320,Performance Evaluation of Virtual Machine and Container-Based Migration Technique,Bhardwaj A.,Lecture Notes in Networks and Systems,23673370,10.1007/978-981-99-6544-1_41,Bennett University,
48,Containerization,https://api.elsevier.com/content/abstract/scopus_id/85184285586,SCOPUS_ID:85184285586,2-s2.0-85184285586,An Explainable AI (XAI)-Based Framework for Detecting Diseases in Paddy Crops,Sowmiyan L.,Lecture Notes in Networks and Systems,23673370,10.1007/978-981-99-7817-5_31,PSG College of Technology,
49,Containerization,https://api.elsevier.com/content/abstract/scopus_id/85184270829,SCOPUS_ID:85184270829,2-s2.0-85184270829,Model of IoT design decision-making processes in Flow Based Programming systems,Orłowski C.,Journal of Information and Telecommunication,24751839,10.1080/24751839.2023.2286765,WSB University in Gdansk,
50,Containerization,https://api.elsevier.com/content/abstract/scopus_id/85184244361,SCOPUS_ID:85184244361,2-s2.0-85184244361,Which ports differ in the copycat effectiveness of the hinterland strategy? Based on port-hinterland distance correlation,Li K.Y.,Maritime Policy and Management,3088839,0,Shanghai Maritime University,
51,Containerization,https://api.elsevier.com/content/abstract/scopus_id/85184238624,SCOPUS_ID:85184238624,2-s2.0-85184238624,Compositae-ParaLoss-1272: A complementary sunflower-specific probe set reduces paralogs in phylogenomic analyses of complex systems,Moore-Pollard E.R.,Applications in Plant Sciences,,0,University of Memphis,
52,Containerization,https://api.elsevier.com/content/abstract/scopus_id/85183973379,SCOPUS_ID:85183973379,2-s2.0-85183973379,Cloud Datacenter Selection Using Service Broker Policies: A Survey,Al-E'mari S.,CMES - Computer Modeling in Engineering and Sciences,15261492,0,University of Petra,
53,Containerization,https://api.elsevier.com/content/abstract/scopus_id/85183419432,SCOPUS_ID:85183419432,2-s2.0-85183419432,Provisioning Deep Learning Inference on a Fog Computing Architecture,Simbaña P.,Signals and Communication Technology,18604862,0,"Universidad Politécnica Salesiana, Quito",
54,Containerization,https://api.elsevier.com/content/abstract/scopus_id/85183363731,SCOPUS_ID:85183363731,2-s2.0-85183363731,Enhancing Security in Cloud-Based VM Migration: A Trust-Centric Hybrid Optimization Approach,Narayanan G.,International Arab Journal of Information Technology,16833198,0,VIT University,
55,Containerization,https://api.elsevier.com/content/abstract/scopus_id/85183266959,SCOPUS_ID:85183266959,2-s2.0-85183266959,"Cargo Work: For Maritime Operations, NINTH EDITION",House D.J.,"Cargo Work: For Maritime Operations, Ninth Edition",,0,,
56,Containerization,https://api.elsevier.com/content/abstract/scopus_id/85182947133,SCOPUS_ID:85182947133,2-s2.0-85182947133,"OPACA: Toward an Open, Language- and Platform-Independent API for Containerized Agents",Acar B.,IEEE Access,,0,Technische Universität Berlin,
57,Containerization,https://api.elsevier.com/content/abstract/scopus_id/85182936834,SCOPUS_ID:85182936834,2-s2.0-85182936834,Supporting Collaborative Writing Tasks in Large-Scale Distance Education,Burchart M.,IEEE Transactions on Learning Technologies,,0,Research Institute for Telecommunication and Cooperation,
58,Containerization,https://api.elsevier.com/content/abstract/scopus_id/85182188045,SCOPUS_ID:85182188045,2-s2.0-85182188045,"Optimizing the Cray Graph Engine for performant analytics on cluster, SuperDome Flex, Shasta systems and cloud deployment",Rickett C.D.,Concurrency and Computation: Practice and Experience,15320626,0,Hewlett Packard Enterprise,
59,Containerization,https://api.elsevier.com/content/abstract/scopus_id/85181979099,SCOPUS_ID:85181979099,2-s2.0-85181979099,DELCAS: Deep Reinforcement Learning Based GPU CaaS Packet Scheduling for Stabilizing QoE in 5G Multi-Access Edge Computing,Lee C.,Communications in Computer and Information Science,18650929,0,Korea Advanced Institute of Science and Technology,
60,Containerization,https://api.elsevier.com/content/abstract/scopus_id/85181834963,SCOPUS_ID:85181834963,2-s2.0-85181834963,Pandemics and cities: Evidence from the Black Death and the long-run,Jedwab R.,Journal of Urban Economics,941190,0,The George Washington University,
61,Containerization,https://api.elsevier.com/content/abstract/scopus_id/85181750700,SCOPUS_ID:85181750700,2-s2.0-85181750700,Changes in vulnerability of global container shipping networks before and after the COVID-19 pandemic,Wu D.,Journal of Transport Geography,9666923,0,Dalian Maritime University,
62,Containerization,https://api.elsevier.com/content/abstract/scopus_id/85181661043,SCOPUS_ID:85181661043,2-s2.0-85181661043,Geographies of storage,Randle S.,Geography Compass,,0,Singapore Management University,
63,Containerization,https://api.elsevier.com/content/abstract/scopus_id/85181480187,SCOPUS_ID:85181480187,2-s2.0-85181480187,Maintenance architecture design of equipment operation and maintenance system based on digital twins,Jingyu L.,"Proceedings of the Institution of Mechanical Engineers, Part B: Journal of Engineering Manufacture",9544054,0,Jiangnan University,
64,Containerization,https://api.elsevier.com/content/abstract/scopus_id/85181475990,SCOPUS_ID:85181475990,2-s2.0-85181475990,Automating Daily Task in Manufacturing and Production Sites Via Machine Learning Intelligence,Rani K.S.,International Journal of Intelligent Systems and Applications in Engineering,,0,P.V.P.Siddhartha Institute Of Technology,
65,Containerization,https://api.elsevier.com/content/abstract/scopus_id/85181448054,SCOPUS_ID:85181448054,2-s2.0-85181448054,Empowered edge intelligent aquaculture with lightweight Kubernetes and GPU-embedded,Fathoni H.,Wireless Networks,10220038,0,"Politeknik Negeri Lampung, Tunghai University",
66,Containerization,https://api.elsevier.com/content/abstract/scopus_id/85181396432,SCOPUS_ID:85181396432,2-s2.0-85181396432,"kGWASflow: a modular, flexible, and reproducible Snakemake workflow for k-mers-based GWAS",Corut A.K.,"G3: Genes, Genomes, Genetics",,0,University of Georgia,37976215
67,Containerization,https://api.elsevier.com/content/abstract/scopus_id/85180154041,SCOPUS_ID:85180154041,2-s2.0-85180154041,A Simple End-to-End Computer-Aided Detection Pipeline for Trained Deep Learning Models,Kahraman A.T.,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),3029743,0,Uppsala Universitet,
68,Containerization,https://api.elsevier.com/content/abstract/scopus_id/85179832079,SCOPUS_ID:85179832079,2-s2.0-85179832079,Proactive and Intelligent Monitoring and Orchestration of Cloud-Native IP Multimedia Subsystem,Chowdhury R.,IEEE Open Journal of the Communications Society,,0,École de Technologie Supérieure,
69,Containerization,https://api.elsevier.com/content/abstract/scopus_id/85179493050,SCOPUS_ID:85179493050,2-s2.0-85179493050,An extensible schema for capturing environmental model metadata: Implementation in the HydroShare online data repository,Maghami I.,Environmental Modelling and Software,13648152,1,"Ira A. Fulton College of Engineering, University of Virginia School of Engineering and Applied Science",
70,Containerization,https://api.elsevier.com/content/abstract/scopus_id/85179483900,SCOPUS_ID:85179483900,2-s2.0-85179483900,Exploring the distance decay in port hinterlands under port regionalization using truck GPS data,He Z.,Transportation Research Part E: Logistics and Transportation Review,13665545,0,Peking University,
71,Containerization,https://api.elsevier.com/content/abstract/scopus_id/85179296705,SCOPUS_ID:85179296705,2-s2.0-85179296705,Cyber Security for Edge/Fog Computing Applications,Lamaazi H.,Cyber Security for Next-Generation Computing Technologies,,0,United Arab Emirates University,
72,Containerization,https://api.elsevier.com/content/abstract/scopus_id/85179043613,SCOPUS_ID:85179043613,2-s2.0-85179043613,HydroShare retrospective: Science and technology advances of a comprehensive data and model publication environment for the water science domain,Tarboton D.G.,Environmental Modelling and Software,13648152,2,College of Engineering,
73,Containerization,https://api.elsevier.com/content/abstract/scopus_id/85178651781,SCOPUS_ID:85178651781,2-s2.0-85178651781,SGABU computational platform for multiscale modeling: Bridging the gap between education and research,Geroski T.,Computer Methods and Programs in Biomedicine,1692607,0,"University of Kragujevac, Bioengineering Research and Development Center (BioIRC)",38006682
74,Containerization,https://api.elsevier.com/content/abstract/scopus_id/85178055397,SCOPUS_ID:85178055397,2-s2.0-85178055397,Enabling Kubernetes Orchestration of Mixed-Criticality Software for Autonomous Mobile Robots,Lumpp F.,IEEE Transactions on Robotics,15523098,0,Università degli Studi di Verona,
75,Containerization,https://api.elsevier.com/content/abstract/scopus_id/85177172857,SCOPUS_ID:85177172857,2-s2.0-85177172857,Intelligent modeling of carbonized wood-silicon dioxide filled natural rubber composite for outer shoe sole manufacturing,Okafor C.E.,International Journal of Lightweight Materials and Manufacture,25888404,10.1016/j.ijlmm.2023.07.003,Nnamdi Azikiwe University,
76,Containerization,https://api.elsevier.com/content/abstract/scopus_id/85175205398,SCOPUS_ID:85175205398,2-s2.0-85175205398,Cloud native Lightweight Slice Orchestration (CLiSO) framework,Arora S.,Computer Communications,1873703X,10.1016/j.comcom.2023.10.010,EURECOM Ecole d'Ingénieur et Centre de Recherche en Sciences du Numérique,
77,Containerization,https://api.elsevier.com/content/abstract/scopus_id/85174952308,SCOPUS_ID:85174952308,2-s2.0-85174952308,A Novel Approach for Energy-Efficient Container Migration by Using Gradient Descent Namib Beetle Optimization,Rukmini S.,Contemporary Mathematics (Singapore),27051056,10.37256/cm.5120243085,Government Women’s Polytechnic,
78,Containerization,https://api.elsevier.com/content/abstract/scopus_id/85174351891,SCOPUS_ID:85174351891,2-s2.0-85174351891,Enabling containerized Central Unit live migration in 5G radio access network: An experimental study,Ramanathan S.,Journal of Network and Computer Applications,10958592,10.1016/j.jnca.2023.103767,Erik Jonsson School of Engineering and Computer Science,
79,Containerization,https://api.elsevier.com/content/abstract/scopus_id/85174215615,SCOPUS_ID:85174215615,2-s2.0-85174215615,Airfreight forwarder's shipment planning: Shipment consolidation and containerization,Zhou G.,Computers and Operations Research,,10.1016/j.cor.2023.106443,University of Chinese Academy of Sciences,
80,Containerization,https://api.elsevier.com/content/abstract/scopus_id/85172355232,SCOPUS_ID:85172355232,2-s2.0-85172355232,Advancing Healthcare Data Management: IoT Edge-Fog-Cloud Architectures for Medical IoT Devices’ Data Storage and Processing,Zaydi H.,International Journal of Mathematics and Computer Science,18140432,,"Ecole Mohammadia d'Ingenieurs, Mohammed V University in Rabat",
81,Containerization,https://api.elsevier.com/content/abstract/scopus_id/85171119371,SCOPUS_ID:85171119371,2-s2.0-85171119371,"Edge, Fog, and Cloud Against Disease: The Potential of High-Performance Cloud Computing for Pharma Drug Discovery",Bonde B.,"Methods in molecular biology (Clifton, N.J.)",19406029,10.1007/978-1-0716-3449-3_8,"University of Suffolk, Evotec (UK) Ltd",
82,Containerization,https://api.elsevier.com/content/abstract/scopus_id/85166517850,SCOPUS_ID:85166517850,2-s2.0-85166517850,Predicting the Trajectories of Drifting Objects in the Eastern Mediterranean Sea,Tombul S.,Turkish Journal of Fisheries and Aquatic Sciences,,10.4194/TRJFAS23787,Istanbul Üniversitesi,
83,Containerization,https://api.elsevier.com/content/abstract/scopus_id/85162652834,SCOPUS_ID:85162652834,2-s2.0-85162652834,Energy optimized container placement for cloud data centers: a meta-heuristic approach,Katal A.,Journal of Supercomputing,15730484,10.1007/s11227-023-05462-2,University of Petroleum and Energy Studies,
84,Containerization,https://api.elsevier.com/content/abstract/scopus_id/85161492816,SCOPUS_ID:85161492816,2-s2.0-85161492816,Does global supply chain integration payoff? The case of maritime shipping firms,Wiedmer R.,Journal of Business Logistics,21581592,10.1111/jbl.12350,W. P. Carey School of Business,
85,Containerization,https://api.elsevier.com/content/abstract/scopus_id/85152305430,SCOPUS_ID:85152305430,2-s2.0-85152305430,Cloud-Based Architecture for Effective Surveillance and Diagnosis of COVID-19,Singh S.,Convergence of Cloud with AI for Big Data Analytics: Foundations and Innovation,,10.1002/9781119905233.ch4,KIET Group of Institutions,"[{'@_fa': 'true', '$': '9781119905233'}, {'@_fa': 'true', '$': '9781119904885'}]"
86,Containerization,https://api.elsevier.com/content/abstract/scopus_id/85145999795,SCOPUS_ID:85145999795,2-s2.0-85145999795,The long-run effects of childhood exposure to market access shocks: Evidence from the US railroad network expansion,Chan J.,Explorations in Economic History,10902457,10.1016/j.eeh.2022.101503,Wilfrid Laurier University,
87,Containerization,https://api.elsevier.com/content/abstract/scopus_id/85137801779,SCOPUS_ID:85137801779,2-s2.0-85137801779,Does containerisation reduce the constraints imposed by distance in seaborne trade?,Del Rosal I.,Maritime Policy and Management,14645254,10.1080/03088839.2022.2115572,Universidad de Oviedo,
88,Containerization,https://api.elsevier.com/content/abstract/scopus_id/85133594899,SCOPUS_ID:85133594899,2-s2.0-85133594899,Optimising the resilience of shipping networks to climate vulnerability,Poo M.C.P.,Maritime Policy and Management,14645254,10.1080/03088839.2022.2094488,Liverpool John Moores University,
89,Containerization,https://api.elsevier.com/content/abstract/scopus_id/85133247844,SCOPUS_ID:85133247844,2-s2.0-85133247844,"A safety compliance model for container terminal operations: the roles of the safety climate, non-compliance cost and safety self-efficacy",Yen C.D.,Maritime Policy and Management,14645254,10.1080/03088839.2022.2089754,National Taiwan Ocean University,
90,Containerization,https://api.elsevier.com/content/abstract/scopus_id/85173445790,SCOPUS_ID:85173445790,2-s2.0-85173445790,"Do shape and size matter? The distribution of Amphore Crétoise 4 containers, 1st–3rd c. CE",Gallimore S.,Journal of Roman Archaeology,,10.1017/S1047759423000351,Wilfrid Laurier University,
91,Containerization,https://api.elsevier.com/content/abstract/scopus_id/85182012909,SCOPUS_ID:85182012909,2-s2.0-85182012909,Foresight of the Eurasian rail container transportation market,Zhuravleva N.A.,AIP Conference Proceedings,15517616,10.1063/5.0132778,Emperor Alexander I St. Petersburg State Transport University,"[{'@_fa': 'true', '$': '9780735447066'}]"
92,Containerization,https://api.elsevier.com/content/abstract/scopus_id/85182004290,SCOPUS_ID:85182004290,2-s2.0-85182004290,Storage management in Kubernetes using CSI,Shemyakinskaya A.,AIP Conference Proceedings,15517616,10.1063/5.0133687,Peter the Great St. Petersburg Polytechnic University,"[{'@_fa': 'true', '$': '9780735447066'}]"
93,Containerization,https://api.elsevier.com/content/abstract/scopus_id/85182003339,SCOPUS_ID:85182003339,2-s2.0-85182003339,Russia and the challenges of the container transport component of globalization of the economy,Izotov O.A.,AIP Conference Proceedings,15517616,10.1063/5.0132388,Admiral Makarov State University of Maritime and Inland Shipping,"[{'@_fa': 'true', '$': '9780735447066'}]"
94,Containerization,https://api.elsevier.com/content/abstract/scopus_id/85183332211,SCOPUS_ID:85183332211,2-s2.0-85183332211,DRIVE: Dockerfile Rule Mining and Violation Detection,Zhou Y.,ACM Transactions on Software Engineering and Methodology,15577392,10.1145/3617173,Nanjing University of Aeronautics and Astronautics,
95,Containerization,https://api.elsevier.com/content/abstract/scopus_id/85179773728,SCOPUS_ID:85179773728,2-s2.0-85179773728,Pursuits of social status and power at Maa-Palaeokastro,Georgiou A.,Dynamics and Developments of Social Structures and Networks in Prehistoric and Protohistoric Cyprus,,10.4324/9781003320203-15,University of Cyprus,"[{'@_fa': 'true', '$': '9781003833550'}, {'@_fa': 'true', '$': '9781032335636'}]"
96,Containerization,https://api.elsevier.com/content/abstract/scopus_id/85185957279,SCOPUS_ID:85185957279,2-s2.0-85185957279,Analysis and Optimization of UCX Based on "Songshan" Supercomputer,Liu K.,Jisuanji Gongcheng/Computer Engineering,,10.19678/j.issn.1000-3428.0066016,Zhengzhou University,
97,Containerization,https://api.elsevier.com/content/abstract/scopus_id/85180088963,SCOPUS_ID:85180088963,2-s2.0-85180088963,VIRTUALIZATION IN CLOUD SECURITY,Boodai J.,Journal of Theoretical and Applied Information Technology,18173195,,King Faisal University,
98,Containerization,https://api.elsevier.com/content/abstract/scopus_id/85182942104,SCOPUS_ID:85182942104,2-s2.0-85182942104,Understanding Container Isolation: An Investigation of Performance Implications of Container Runtimes,Bhaia N.,"WoC 2023 - Proceedings of the 9th International Workshop on Container Technologies and Container Clouds, Part of: Middleware 2023",,10.1145/3631311.3632400,"University of Washington, Tacoma","[{'@_fa': 'true', '$': '9798400704598'}]"
99,Containerization,https://api.elsevier.com/content/abstract/scopus_id/85182796686,SCOPUS_ID:85182796686,2-s2.0-85182796686,Evaluating the pressure generated on the container's bottom and walls while transporting bulk cargo,Ilesaliev D.,E3S Web of Conferences,22671242,10.1051/e3sconf/202346006027,Tashkent State Transport University,
0,Microservices Architecture,https://api.elsevier.com/content/abstract/scopus_id/85182462320,SCOPUS_ID:85182462320,2-s2.0-85182462320,An improved ACO based service composition algorithm in multi-cloud networks,Bei L.,Journal of Cloud Computing,2192113X,10.1186/s13677-024-00588-x,Chongqing University of Posts and Telecommunications,
1,Microservices Architecture,https://api.elsevier.com/content/abstract/scopus_id/85185556552,SCOPUS_ID:85185556552,2-s2.0-85185556552,Handling hierarchy in cloud data centers: A Hyper-Heuristic approach for resource contention and energy-aware Virtual Machine management,Zhang J.,Expert Systems with Applications,,10.1016/j.eswa.2024.123528,East China University of Science and Technology,
2,Microservices Architecture,https://api.elsevier.com/content/abstract/scopus_id/85185314600,SCOPUS_ID:85185314600,2-s2.0-85185314600,Univariate Time Series Anomaly Detection Based on Hierarchical Attention Network,Chen Z.,Tsinghua Science and Technology,18787606,10.26599/TST.2023.9010073,State Grid Beijing Electric Power Company,
3,Microservices Architecture,https://api.elsevier.com/content/abstract/scopus_id/85186125025,SCOPUS_ID:85186125025,2-s2.0-85186125025,A fine-grained robust performance diagnosis framework for run-time cloud applications,Xin R.,Future Generation Computer Systems,,10.1016/j.future.2024.02.014,Universiteit van Amsterdam,
4,Microservices Architecture,https://api.elsevier.com/content/abstract/scopus_id/85185716192,SCOPUS_ID:85185716192,2-s2.0-85185716192,Prebaking runtime environments to improve the FaaS cold start latency,Fireman D.,Future Generation Computer Systems,,10.1016/j.future.2024.01.019,Instituto Federal de Alagoas,
5,Microservices Architecture,https://api.elsevier.com/content/abstract/scopus_id/85185531334,SCOPUS_ID:85185531334,2-s2.0-85185531334,"Microservices and serverless functions—lifecycle, performance, and resource utilisation of edge based real-time IoT analytics",Tusa F.,Future Generation Computer Systems,,10.1016/j.future.2024.02.006,"University College London, University of Westminster",
6,Microservices Architecture,https://api.elsevier.com/content/abstract/scopus_id/85185564994,SCOPUS_ID:85185564994,2-s2.0-85185564994,Machine learning and deep learning for user authentication and authorization in cybersecurity: A state-of-the-art review,Pritee Z.T.,Computers and Security,,10.1016/j.cose.2024.103747,American International University - Bangladesh,
7,Microservices Architecture,https://api.elsevier.com/content/abstract/scopus_id/85184753148,SCOPUS_ID:85184753148,2-s2.0-85184753148,Load balancing for heterogeneous serverless edge computing: A performance-driven and empirical approach,Aslanpour M.S.,Future Generation Computer Systems,,10.1016/j.future.2024.01.020,"Commonwealth Scientific and Industrial Research Organisation, Monash University",
8,Microservices Architecture,https://api.elsevier.com/content/abstract/scopus_id/85183967220,SCOPUS_ID:85183967220,2-s2.0-85183967220,Resource allocation of industry 4.0 micro-service applications across serverless fog federation,Hussain R.F.,Future Generation Computer Systems,,10.1016/j.future.2024.01.017,TryCycle Data Systems,
9,Microservices Architecture,https://api.elsevier.com/content/abstract/scopus_id/85183725795,SCOPUS_ID:85183725795,2-s2.0-85183725795,Cybersecurity threats in FinTech: A systematic review,Javaheri D.,Expert Systems with Applications,,10.1016/j.eswa.2023.122697,Korea University,
10,Microservices Architecture,https://api.elsevier.com/content/abstract/scopus_id/85183413305,SCOPUS_ID:85183413305,2-s2.0-85183413305,Pattern-based serverless data processing pipelines for Function-as-a-Service orchestration systems,Mathew A.,Future Generation Computer Systems,,10.1016/j.future.2023.12.026,Rijksuniversiteit Groningen,
11,Microservices Architecture,https://api.elsevier.com/content/abstract/scopus_id/85182511860,SCOPUS_ID:85182511860,2-s2.0-85182511860,Proactive auto-scaling technique for web applications in container-based edge computing using federated learning model,Dogani J.,Journal of Parallel and Distributed Computing,,10.1016/j.jpdc.2024.104837,Shiraz University,
12,Microservices Architecture,https://api.elsevier.com/content/abstract/scopus_id/85185927709,SCOPUS_ID:85185927709,2-s2.0-85185927709,Edge AI for Internet of Energy: Challenges and perspectives,Himeur Y.,Internet of Things (Netherlands),25426605,10.1016/j.iot.2023.101035,University of Dubai,
